rid,rTitle,rText 
bmw1317,Chargers at Shell petrol stations,"richtrash said:
				
					?
				
			
		
		Personally I can't see how any Rapids will make any money, if an EH Rapid charger was going all day every day it would make less than £200 a day which means it would have to be running reliably for 250 days to return £50K, that doesn't account for any maintenance or operating costs like site rental, 4G fees or indeed the all important electric.Click to expand...
	
250 days is quite a short period to expect to cover the capital costs. 1000 days aka 3 years would not be unreasonable if you expected the charger to last several years beyond that. Mind you, that's still nearly 10 charges per pump per day and while some of the EH estate does that easily most of it is nowhere near.

I wonder when economies of scale start kicking in for charger pricing?

Ecotricity have about 300 rapid chargers. Shell own 550 filling stations across the UK and there are another 500+ branded as Shell. If they installed say 10 rapids in each filling station that's 10,000 rapid chargers. I wonder what the numbers look like when you start getting up to that kind of level?

Of course more likely they stick with dribbling in one charger per station across a fraction of the ones they actually own and their overheads will be higher than Ecotricity's.
					 "
bmw1318,Chargers at Shell petrol stations,"Duncan said:
				
					?
				
			
		
		250 days is quite a short period to expect to cover the capital costs.Click to expand...
	
I was just using it to illustrate the quickest they could get a return on their £50K+ I personally think they will struggle to get a return at all.





	
		
			Duncan said:
				
					?
				
			
		
		If they installed say 10 rapids in each filling station that's 10,000 rapid chargers.Click to expand...
	
10 Rapids would cost them a pretty penny, and with 10 Rapids 9 would be just sat there waiting for the EV's to gain traction, the numbers wouldn't make it viable as they are about to discover.
					 "
bmw1319,Chargers at Shell petrol stations,"If I wanted to make money out of chargers (ie have a business), this is what I would do. 
1. Put in some 7kWh destination chargers in a popular long stay car park. 
2. Clearly mark them up as spaces for EV charging only. 
3. Charge a nominal per kWh rate to prevent freeloading. 
4. Issue penalty notices at £50 a time to people that ICEd the spaces. 

I should be able to make at least £50 a day from each chargepoint unless a pesky BEV or PHEV parks at one and blocks it from being ICEd. But no business is perfect...
					 "
bmw1320,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		So, if they are maintained by Allego, who have some tie-up with Plugsurfing, could you register your old PolarPlus card with Plugsurfing and use the 'pump'?

Can't believe I just asked that. As if I'm going to jump through that many hoops. Okay, I might have to if they all resist providing contactless payment.Click to expand...
	
Anybody with a plugsurfing card able to check? At least if it was RFID card enabled it would move up from being bottom of my list of preferred networks (although that might still be Ecotricty...)

My preference when journey planning -

Free (e.g. Engenie)
PolarPlus (I'm a member)
Contactless (e.g. InstaVolt)
RFID (CYC/CPG via PolarPlus Card)
Apps (Shell/Ecotricty)

I hate standing next to a charger looking like a nonse fiddling with his mobile phone furtively!
					 "
bmw1321,Chargers at Shell petrol stations,"richtrash said:
				
					?
				
			
		
		Personally I can't see how any Rapids will make any money, if an EH Rapid charger was going all day every day it would make less than £200 a day which means it would have to be running reliably for 250 days to return £50K, that doesn't account for any maintenance or operating costs like site rental, 4G fees or indeed the all important electric.Click to expand...
	




	
		
			Duncan said:
				
					?
				
			
		
		I wonder when economies of scale start kicking in for charger pricing?Click to expand...
	
I look at some of the maths some time ago; you can’t make profit from a single Rapid unless you gain lots of other sales due to it.   The issue is that a single rapid has to be used for less than about 25% of the time otherwise long queue build up.

Once you get up to 4 rapids on a site you can get a reasonable usage of each without getting long queues, the benefit continues until about 8.    Therefore ideally you need clusters of at least 8 rapids.

But it needs something like 5% of long-distance drivers to be using none Tesla EVs before the profit starts rolling in.   In some parts of the USA rapids may be making money, not in the UK unless someone else pays most of the costs.
					 "
bmw1322,Chargers at Shell petrol stations,"I will defo use it, as its on my way home
					 "
bmw1323,Chargers at Shell petrol stations,"leafmonster said:
				
					?
				
			
		
		I will defo use it, as its on my way homeClick to expand...
	
I used to say that about the CPG Charger at Eynsham but they wanted £4.50 for 30mins and I only wanted around 20 miles, it is a boring location as well, there is a shop there but nothing else so I ended up comfort eating, gave up in the end and just REXed it, I see they have changed their charges now it's £1 connection + 30p/kWh so would probably cost me about £3 now but it's still boring.
					 "
bmw1324,Chargers at Shell petrol stations,"The point about putting in rapids at filling stations is that the fuel is the honey trap to draw in customers for the shops. For several years the shops have been the profit centres. I seem to recall some very rough estimates that suggested each pump at a filling station made about £15-£20 operating profit per day or <£1 per customer in fuel sales but the average profit from shop sales was in the order of £4-£10 per customer with the majority of the profit being people doing shopping other than fuel evenings and overnight. Operating profit from EV charging should be in the order of £2 per charge with the installation costs of the rapid less than a fuel pump if you add in the maintenance and a contribution to the tank installation cost, plus the residency time of the EV'er in the shop will be about 4x that of the ICE'er. Looks quite a sensible business proposition if you think about it that way even if the initial take up is likely to be low.

The more options we have to fuel the lower the barriers to EV adoption will be so whichever way you look at it this is a good move.  From nextgreencar.com's EV statistics it looks like there's around 2,000ish rapid outlets in the UK now, split between AC and DC with about 3-4x DC although a lot are multiple headed units that won't support multiple vehicles charging. At my last count there are around 280 operational Tesla stalls so that would make it about 1800 multi-make rapids with about 400 AC, 1500 CHAdeMO and 750 CCS outlets as a rough estimate. I don't know for sure how many BEVs are on the roads but I think the figure for last year was around 10,000 so maybe 12,000 by now with 3-4,000 of them being Teslas. That makes about 6 cars per rapid for non Teslas - it feels a lot lower than that but I don't see that many BEVs charging (Tesla apart) on my travels so maybe it's right. It is a chicken and egg problem to some degree, but at the moment (on paper at least) it looks like on average there are enough rapids to support the existing fleet. Average numbers don't give the whole picture of course, Wales in particular is a very poorly served part of the country, but the numbers are interesting!
					 "
bmw1325,Chargers at Shell petrol stations,"pbceng said:
				
					?
				
			
		
		I don't know for sure how many BEVs are on the roads but I think the figure for last year was around 10,000 so maybe 12,000Click to expand...
	
These figures sound low to me.

PHEVs market share has risen with time to be currently 65 pc of all plug ins. With over 100,000 plug ins on the roads it sounds to me like there must be about 40,000 - possibly more - BEVs on the roads in the UK?
					 "
bmw1326,Chargers at Shell petrol stations,"Sounds low to me as well. But from WIKI :-


	
					 "
bmw1327,Chargers at Shell petrol stations,"Quick look on how many left and totals so far up to Q2 2017 are:

2100 i3s
17000 Nissan Leafs
5300 Zoes. 
6700 Teslas

I'd assume there's probably no more than 1000 of the various other electric models like the Soul, Smart etc. 

I've not included the Rex I3 or any plug ins. 

Leaf seems to be selling at about a 1000 a quarter.
					 "
bmw1328,Chargers at Shell petrol stations,"An interesting development near here is the rise of the Costa empire with some sites being located at petrol stations. A perfect fit for a couple of Rapids outside.
					 "
bmw1329,Chargers at Shell petrol stations,"I have done a graph of cost vs kwh to compare charging across the rapid charger networks (because i am like that ;-)

Currently shell is the cheapest rapid with their offer rate of 25p/kwh.
When shell recharge goes up to 49p/kwh they will still be cheaper than Ecotricity for up to 10kwh charging.
Polar plus costs practically the same as ecotricity if you use just 2 of their rapids a month.
Polar instant (at £6/30min) is never cheaper than Ecotricity
I think shell are well placed in the market for short stops. long enough to buy snacks and check emails etc.
Ecotricity are good if your going to eat a meal at the motorway services.
					 "
bmw1330,Chargers at Shell petrol stations,"leafmonster said:
				
					?
				
			
		
		I have done a graph of cost vs kwh to compare charging across the rapid charger networks (because i am like that ;-)

Currently shell is the cheapest rapid with their offer rate of 25p/kwh.
When shell recharge goes up to 49p/kwh they will still be cheaper than Ecotricity for up to 10kwh charging.
Polar plus costs practically the same as ecotricity if you use just 2 of their rapids a month.
Polar instant (at £6/30min) is never cheaper than Ecotricity
I think shell are well placed in the market for short stops. long enough to buy snacks and check emails etc.
Ecotricity are good if your going to eat a meal at the motorway services.Click to expand...
	
You missed Instavolt with their debit card activated 35p/kWh flat rate, which comes  into line with EH at the 20kWh point below which they are a better deal. (Unless of course you are exempt from the EH connection fee)
					 "
bmw1331,Chargers at Shell petrol stations,"leafmonster said:
				
					?
				
			
		
		I have done a graph of cost vs kwh to compare charging across the rapid charger networks (because i am like that ;-)

Currently shell is the cheapest rapid with their offer rate of 25p/kwh.
When shell recharge goes up to 49p/kwh they will still be cheaper than Ecotricity for up to 10kwh charging.
Polar plus costs practically the same as ecotricity if you use just 2 of their rapids a month.
Polar instant (at £6/30min) is never cheaper than Ecotricity
I think shell are well placed in the market for short stops. long enough to buy snacks and check emails etc.
Ecotricity are good if your going to eat a meal at the motorway services.Click to expand...
	
One you missed. I do 10-12+ BMW chargenow (Polar Plus) rapid charges a month. Of those at least 5 charges, but often 8-10 are free Ultracharger 50kw DC CCS charges @ 3 x Hotel/Pub Ultrachargers along my routes.

If we say 5 x 30kw = 150kw for £7.85 = 5.24p k/wh.  Almost as cheap as the overnight 4.99 kwh Green Energy Tide tariff. Nothing comes close to this! If you can make use of them nothing is cheaper than a free charger. Even 1 x 30kw use per month is only 26p /kwh.
					 "
bmw1332,Chargers at Shell petrol stations,"I thought that since there's a Shell Recharge location not far from me, that I'd give it a try.

Oh dear. Allego GB/Shell.. Are you reading this?

Siemens EFACEC triple-headed rapid charger. They're normally pretty good.
Screen says to present RFID. Now, I know that it's run by Allego, and they've got roaming agreements with New Motion and Plugsurfing. I've got both of those.
No. This is no regular Allego charge point. It doesn't accept either of them.
Okay, so time to dig out my phone. I had already downloaded their Smoov app
My phone had connected to the on-site wifi and was wanting to sign into that, giving Shell my contact details before giving any connectivity.
Sod that. Turn off the wifi on the phone.
Fire up app, locate the charger. Good enough so far.
It asks what vehicle type I have. Don't think I should need to tell them what vehicle type it is. Left that field blank
Choose Chademo. 
Payment screen, asks for Amex, Mastercard or Visa. (Do they really need to ask that? It can easily be inferred by the PAN on the card).
Next screen, key in card details. Actually, it will try to read the card number from the front of the card, which worked, but still wanted me to key in the cardholder name, and CVV2.
Fair enough
Then it wanted to know how long I'd be. I have no idea. There's an option for that.
Then it failed with an error
start again, exit the app and restart it.
same again. Failed with an error
start again, exit the app and restart it.
Third attempt, it finally worked, and it prompted me to press start on the charger itself.

Let me use a contactless payment card reader on the charge point, or at least an RFID from a provider that your network already accepts on the rest of your network. Your app is the worst I've had to use so far. At least it's pay as you go, and no top-up pre-pay or subscription required.

So, while it's £0.25/kWh, it's reasonably cheap for ad-hoc charging, and a lot cheaper than Source London to charge a vehicle.
If that's half price, I wouldn't pay full whack unless it was a charger of last resort.

	
					 "
bmw1333,Chargers at Shell petrol stations,"So the app tries to read card details off the card with phone camera?
					 "
bmw1334,Chargers at Shell petrol stations,"Are these charge company administrators ever going to learn ?
					 "
bmw1335,Chargers at Shell petrol stations,"Allego have been quite open about the roaming agreements and have already announced that it won't be active for another few months. Don't knock them for something they have already announced.
					 "
bmw1336,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		So the app tries to read card details off the card with phone camera?Click to expand...
	
yes it does
in Belgium & Netherlands it could read my Barclaycard without problem it only failed at the next step
					 "
bmw1337,Chargers at Shell petrol stations,"As long as it remembers for all future charges then that’s what matters. 

If smoov took Apple Pay or android pay that would save a lot of farting about.
					 "
bmw1338,Chargers at Shell petrol stations,"volt69 said:
				
					?
				
			
		
		One you missed. I do 10-12+ BMW chargenow (Polar Plus) rapid charges a month. Of those at least 5 charges, but often 8-10 are free Ultracharger 50kw DC CCS charges @ 3 x Hotel/Pub Ultrachargers along my routes.

If we say 5 x 30kw = 150kw for £7.85 = 5.24p k/wh.  Almost as cheap as the overnight 4.99 kwh Green Energy Tide tariff. Nothing comes close to this! If you can make use of them nothing is cheaper than a free charger. Even 1 x 30kw use per month is only 26p /kwh.Click to expand...
	
..... and you guys were pointing out the complexities of my Soul financing explanation?!
					 "
bmw1339,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		So the app tries to read card details off the card with phone camera?Click to expand...
	
Yes. BMW's DriveNOW car rental app does the same. I seem to remember it can also recognize driving licence details in a similar OCR way. Android Pay works in a similar way to sign up a new card.

You can key it in manually if you want on the Smoov app.
Of course, you need to key in the CVV2 number, because it can't read that from the front.

Time taken between pulling up at the charger to actually start a charge: 13 minutes.
					 "
bmw1340,Chargers at Shell petrol stations,"13 minutes. Cripes.
					 "
bmw1341,Chargers at Shell petrol stations,"nope, i had to scan my credit card every time but may be because the app did throw an error at the next step?
					 "
bmw1342,Chargers at Shell petrol stations,"Surrey Plum said:
				
					?
				
			
		
		These figures sound low to me.

PHEVs market share has risen with time to be currently 65 pc of all plug ins. With over 100,000 plug ins on the roads it sounds to me like there must be about 40,000 - possibly more - BEVs on the roads in the UK?Click to expand...
	
Yes - you're correct. I mixed up registrations and registered. The figure is more like your 40,000 so about 24 cars per rapid.

The next green car link is Electric vehicle market statistics 2017 - How many electric cars in UK &#63 for anyone interested.
					 "
bmw1343,Chargers at Shell petrol stations,"As the CDF of distance travelled versus frequency is a continuous positive function, the next most interesting data to see would be those rapids in range of electric cars requiring one rapid charge.

That could be variable per car model, or just numbers of electric cars within the band 50 to 100 miles from each rapid.

....Be interesting to see each rapid site in UK with that number next to it.....

If OLEV actually had its pulse on the issue, they'd already have that map. Does it exist already?
					 "
bmw1344,Chargers at Shell petrol stations,"pbceng said:
				
					?
				
			
		
		The next green car link is Electric vehicle market statistics 2017 - How many electric cars in UK &#63 for anyone interested.Click to expand...
	
TBH I think it only becomes interesting when we're looking at data showing vehicles that we can anticipate will be used mainly on electricity.

When the opportunity exists to buy a congestion charge exempt car without ever needing to plug it in, then that will obviously happen, so the statistics are uninformative without understanding that dynamic.

I think BEV sales would be a better analogue of the number of actual EV miles being run. By that I mean even if they are not 'PHEV' themselves, if there is a doubling [say] of interest in BEVs then there is probably a doubling of interest in PHEV buyers who want to do all electric miles.
					 "
bmw1345,Chargers at Shell petrol stations,"donald said:
				
					?
				
			
		
		TBH I think it only becomes interesting when we're looking at data showing vehicles that we can anticipate will be used mainly on electricity.

When the opportunity exists to buy a congestion charge exempt car without ever needing to plug it in, then that will obviously happen, so the statistics are uninformative without understanding that dynamic.

I think BEV sales would be a better analogue of the number of actual EV miles being run. By that I mean even if they are not 'PHEV' themselves, if there is a doubling [say] of interest in BEVs then there is probably a doubling of interest in PHEV buyers who want to do all electric miles.Click to expand...
	
I would agree, especially given all the announcements by various manufacturers about making all of their range of cars 'electric' since that usually translates to at minimum phev.

All new cars sold in 2040 onwards will be at least phev/rex, so we already know that the percentage of cars with at least some electrification will be 100% by then.
					 "
bmw1346,Chargers at Shell petrol stations,"Don't forget that other oil companies will be watching Shell's move very carefully and will be prepared to offer matching facilities once demand is shown. It is inconceivable that charger hardware companies aren't already banging on their doors. Once every large petrol station is fitted with at least two next generation Ultra rapid Rapids, and even modest EVs have a range of 200 miles, then the final range anxiety ghost will be laid as distance travel becomes as easy as using smelly stuff.
					 "
bmw1347,Chargers at Shell petrol stations,"Hitstirrer said:
				
					?
				
			
		
		Don't forget that other oil companies will be watching Shell's move very carefully and will be prepared to offer matching facilities once demand is shown.Click to expand...
	
There are plenty of examples in the EU - found this 4 bay zem2all rapid at the BP station at Malaga airport recently.

Biggest question is how to stop them from being ICE'd...



	
					 "
bmw1348,Chargers at Shell petrol stations,"Jimbo said:
				
					?
				
			
		
		... Biggest question is how to stop them from being ICE'd...Click to expand...
	
ANPR activated barrier?

When I win the lottery, I'm going to set up a chain of rapid charging hubs just off motorway junctions and on major routes, with attended service, snack bar, comfort facilities and ANPR. It's just a shame someone is not already doing that, although Tesla come close. I think there was some sort of crowdfunding thing, but I haven't seen much about that recently.
					 "
bmw1349,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		ANPR activated barrier?Click to expand...
	
Well, so far, of the 'donald proposed national charging infrastructure solution', we've got hub-like numbers of chargers taking shape and we've got subscription fees of VED-like proportions ~£100/yr, so ANPR access is the next step in my 'plan'.
					 "
bmw1350,Chargers at Shell petrol stations,"Magnamundian said:
				
					?
				
			
		
		All new cars sold in 2040 onwards will be at least phev/rex, so we already know that the percentage of cars with at least some electrification will be 100% by then.Click to expand...
	
When was this announced? So far there have been vague mutterings of ""hybrid"". No mention of plug ins.
					 "
bmw1351,Chargers at Shell petrol stations,"Jimbo said:
				
					?
				
			
		
		There are plenty of examples in the EU - found this 4 bay zem2all rapid at the BP station at Malaga airport recently.

Biggest question is how to stop them from being ICE'd...



	View attachment 59057
	
Click to expand...
	
I am tempted to be carrying a tow rope.


					 "
bmw1352,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		ANPR activated barrier?

When I win the lottery, I'm going to set up a chain of rapid charging hubs just off motorway junctions and on major routes, with attended service, snack bar, comfort facilities and ANPR. It's just a shame someone is not already doing that, although Tesla come close. I think there was some sort of crowdfunding thing, but I haven't seen much about that recently.Click to expand...
	
The Milton Keynes hub on the M1 J14 with 10 rapids will be opening early next year. It's at the Coachway with the usual facilities.  I think that will put most of the puny efforts into perspective. Currently my closesest chargers are Tamworth, Donnington, Derby A50 East and Derby A50 West. This amounts to 5 chargers of which  3 are singles, Only 1 CCS (currently showing problems on ZapMap)  I have had failed charges at 4 out of 5 locations. I would keep your money in your pocket and wait until the current monopoly lapses. I am waiting for the first Shell at an MSA to install chargers.

Richard
					 "
bmw1353,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		The Milton Keynes hub on the M1 J14 with 10 rapids will be opening early next year. It's at the Coachway with the usual facilities.  I think that will put most of the puny efforts into perspective...Click to expand...
	
As long as it's access to all (not requiring a subscription) AND they have contactless payment at a reasonable cost, then I welcome it.
					 "
bmw1354,Chargers at Shell petrol stations,"TVEV said:
				
					?
				
			
		
		As long as it's access to all (not requiring a subscription) AND they have contactless payment at a reasonable cost, then I welcome it.Click to expand...
	
Not sure what payment system they will use. But they are being installed and run by Chargemaster. This was through a separate bidding system to the rest of MK's chargers. Not sure if it will be required to be open access/PAYG. I just hope it is Contactless  card access. We must get away from the self serving networks we have to put up with at present.

Richard
					 "
bmw1355,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		Not sure what payment system they will use. But they are being installed and run by Chargemaster. This was through a separate bidding system to the rest of MK's chargers. Not sure if it will be required to be open access/PAYG. I just hope it is Contactless  card access. We must get away from the self serving networks we have to put up with at present.

RichardClick to expand...
	
Got no problem with the networks, it's the subscriptions they can get rid of.
					 "
bmw1356,Chargers at Shell petrol stations,"Jimbo said:
				
					?
				
			
		
		Got no problem with the networks, it's the subscriptions they can get rid of.Click to expand...
	
Totally agree. By contactless I mean it to be available on a PAYG system. If they also want to also offer subscription and access by APP  for those that prefer it then that is fine by me.

Richard
					 "
bmw1357,Chargers at Shell petrol stations,"Jimbo said:
				
					?
				
			
		
		Biggest question is how to stop them from being ICE'd.......Click to expand...
	
It could be that any potential ICE'ing problem will be minimal at a recognised multi-fuel filling station. Why would any car be parking for a while anyway when it's there to fill up its tank, tyres or screenwash. Of course if there is a mini-market there then some may arrive for shopping only and attention will have to be given to proper signage. But even then the driver would be easy to locate and receive helpful advice and education.
					 "
bmw1358,Chargers at Shell petrol stations,"I think that the majority of the time ICE'ing is just a lack of understanding, rather than a deliberate disregard of signage. It's always going to be awkward telling someone that they've ICE'd you, no matter how diplomatic you are.

Even a simple manual barrier with signage attached would do the job. It wouldn't add that much more to charger  installs. 

Something like this...


					 "
bmw1359,Chargers at Shell petrol stations,"At a shell station if the EV charger is iced you just do a U-turn, park at the first petrol pump (pref the first in a line) and walk into the shop and tell the cashier you are not buying petrol just a coffee but as a Petrol car is blocking your refulling spot you will move your EV once they move the Icehole, and you don't care how long the petrol cars have to wait as their time is not more important than yours.

I give if 5 mins max before they tannoy and find and remove the icer.  An EV plonked in the space of a front petrol pump will cause chaos if those behind cant get in / out.
					 "
bmw1360,Chargers at Shell petrol stations,"Much of the ICE'ing issues are because our EV charge bays are identical to parking bays. There is no real reason for this when they are in a recognised fuel filling station. They can be located in identical island locations, with access on either side just as petrol pumps are sited. That alone would switch the hard of thinking onto the idea that they are not parking spots, but filling points.
					 "
bmw1361,Chargers at Shell petrol stations,"Hitstirrer said:
				
					?
				
			
		
		Much of the ICE'ing issues are because our EV charge bays are identical to parking bays. There is no real reason for this when they are in a recognised fuel filling station. They can be located in identical island locations, with access on either side just as petrol pumps are sited. That alone would switch the hard of thinking onto the idea that they are not parking spots, but filling points.Click to expand...
	
Sound like a Fastned station. I'm sure Shell will get there in the end. I wonder when more EV's are about and there are less petrol pumps they will start to be EV'ed.

Richard
					 "
bmw1362,Chargers at Shell petrol stations,"Hitstirrer said:
				
					?
				
			
		
		Much of the ICE'ing issues are because our EV charge bays are identical to parking bays. There is no real reason for this when they are in a recognised fuel filling station. They can be located in identical island locations, with access on either side just as petrol pumps are sited. That alone would switch the hard of thinking onto the idea that they are not parking spots, but filling points.Click to expand...
	
Agreed. Or even simpler still I have suggested before, here, to install kerbs around each charging bay, then it is literally 'a bay' and again makes it all the more obvious to the blithering unobservant.

Should also install 6'6"" width restriction on entry.
					 "
bmw1363,Chargers at Shell petrol stations,"Hitstirrer said:
				
					?
				
			
		
		Much of the ICE'ing issues are because our EV charge bays are identical to parking bays. There is no real reason for this when they are in a recognised fuel filling station. They can be located in identical island locations, with access on either side just as petrol pumps are sited. That alone would switch the hard of thinking onto the idea that they are not parking spots, but filling points.Click to expand...
	
Put a roof over the charging bay!
					 "
bmw1364,Chargers at Shell petrol stations,"LettuceLeaf said:
				
					?
				
			
		
		Put a roof over the charging bay!Click to expand...
	
A low one. 

Over rapids; slightly shorter than an Outlander (would seem a good plan, TBH)....
					 "
bmw1365,Chargers at Shell petrol stations,"donald said:
				
					?
				
			
		
		A low one.

Over rapids; slightly shorter than an Outlander (would seem a good plan, TBH)....Click to expand...
	
Do you have something against Falcon Wing Doors? 
					 "
bmw1366,Chargers at Shell petrol stations,"cah197 said:
				
					?
				
			
		
		Do you have something against Falcon Wing Doors? Click to expand...
	
I thought I had already 'fixed' Tesla with my 6'6"" width restriction?
					 "
bmw1367,Chargers at Shell petrol stations,"donald said:
				
					?
				
			
		
		I thought I had already 'fixed' Tesla with my 6'6"" width restriction?Click to expand...
	
Time to get out my extra long Chademo adaptor...
					 "
bmw1368,Chargers at Shell petrol stations,"andrew*debbie said:
				
					?
				
			
		
		That won't work in North Wales.   People here regularly block the pumps while they do their shopping.Click to expand...
	
Well as NW is a heady mix of the Welsh and Scousers there is a combination of bloody mindedness and can't be arsedness at play there.
					 "
bmw1369,Chargers at Shell petrol stations,"richtrash said:
				
					?
				
			
		
		Blimey that Outlanders keen it isn't even open yet and he's in the queueClick to expand...
	
It must be on heat..
					 "
bmw1370,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		Initially they quoted ten chargers but only three locations. My hope was they would put in mini hubs. But it looks like they will be putting in singles to ""see how it goes"". So for me in the short term it will be REX for any trips longer than the BEV can do on a charge. Reading is new one though they said origionally Derby London and the Netherlands.

RichardClick to expand...
	
Just knowing there is an RFID card behind the till for emergencies is a huge reassurance -- better than failing to charge at an EH on Sunday evening when there is no helpline or remote assistance capability. Shell have a reputation to protect.
					 "
bmw1371,Chargers at Shell petrol stations,"Tim Ostler said:
				
					?
				
			
		
		Just knowing there is an RFID card behind the till for emergencies is a huge reassurance -- better than failing to charge at an EH on Sunday evening when there is no helpline or remote assistance capability. Shell have a reputation to protect.Click to expand...
	
Yes. Having the station manned is a big plus. The Station manager at Derby A50/A38 was full of enthusiasm and I am sure she would sort things out even if it ended up being a 3 pin socket. The commishioning guy seemed to think it was basically a franchise and Allego were running it. Be interesting to see how it pans out. Hopeing it will soon be a mini hub of three rapids.

Richard
					 "
bmw1372,Chargers at Shell petrol stations,"ASM said:
				
					?
				
			
		
		I should be able to make at least £50 a day from each chargepoint unless a pesky BEV or PHEV parks at one and blocks it from being ICEd. But no business is perfect...Click to expand...
	

					 "
bmw1373,Chargers at Shell petrol stations,"proddick said:
				
					?
				
			
		
		I suspect they won't integrate the EV app with the petrol station though, as be quicker and cheaper to use the standard Allego offering. 

Carefree charging with Allego. Anytime, anywhere.Click to expand...
	
Hi

Why the above link?

I will be going to Bruge in my i3 next month and am looking at the best card to get. Have signed up for Kiwih but no response, suspect I have to pay first but frustrating that they will not respond to emails. Is Allego an viable option?

Len
					 "
bmw1374,Chargers at Shell petrol stations,"According to ZapMap the Derby A50/A38 raid charger is now operational. 

Richard
					 "
bmw1375,Chargers at Shell petrol stations,"It was on smoov yesterday I think. I’m still waiting for them to get back to me about registering an rfid card instead of messing with an app.
					 "
bmw1376,Chargers at Shell petrol stations,"halcyonrichard said:
				
					?
				
			
		
		According to ZapMap the Derby A50/A38 raid charger is now operational.

RichardClick to expand...
	

I wonder if the Outlander is still there
					 "
bmw1377,Chargers at Shell petrol stations,"donald said:
				
					?
				
			
		
		A low one.

Over rapids; slightly shorter than an Outlander (would seem a good plan, TBH)....Click to expand...
	

Hah, welcome to the ""tut at the outlander"" club. 
					 "
bmw1378,Chargers at Shell petrol stations,"Just spotted, two new petrol station chargers:

Shell Lewisham : Chargepoint Genie : £1.80 + £0.30/kWh; £10.00 overstay after 65 mins
BP Thamesmead : Chargepoint Genie : £1.80 + £0.30/kWh; £10.00 overstay after 65 mins

Both claim to be 50kW rapid for DC only, and 22kW for a type 2 AC socket.

So, it looks like Shell aren't mandating the Shell Recharge / Allego setup for all their franchisees.
					 "
bmw1379,Chargers at Shell petrol stations,"Simon Hewison said:
				
					?
				
			
		
		Just spotted, two new petrol station chargers:

Shell Lewisham : Chargepoint Genie : £1.80 + £0.30/kWh; £10.00 overstay after 65 mins
BP Thamesmead : Chargepoint Genie : £1.80 + £0.30/kWh; £10.00 overstay after 65 mins

Both claim to be 50kW rapid for DC only, and 22kW for a type 2 AC socket.

So, it looks like Shell aren't mandating the Shell Recharge / Allego setup for all their franchisees.Click to expand...
	
Are they Motor Fuel Group owned? More petrol stations to get EV chargers
					 "
bmw1380,Chargers at Shell petrol stations,"The chargepoint genie rates are very unattractive.
					 "
bmw1381,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		The chargepoint genie rates are very unattractive.Click to expand...
	
Considering I used 295kwh on my Chargemaster account last month and my bill was £15.84p, so 5.3p / kwh. I will just drive straight past these in the Rex unless desperate. Still would cost me 36p / kwh to fill up the i3 from empty so still cheaper than Petrol, but the £1.80 connection charge takes it EH territory, a full fill up or nothing as a splash and dash is not economical vs using most Chargemaster rapids @ 11p kwh, or Free.

Still more choice means EH and Chargemaster Rapids will remain free when I arrive at them which is how I like it.
					 "
bmw1382,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		The chargepoint genie rates are very unattractive.Click to expand...
	

They are, but it depends how desperate you are. If I'm going to cornwall or wales I'll ""happily"" pay just to be able to make the journey. Round home? Pfft....nah! 

I guess chargepoint genie are like the burger places in theme parks...you know you're being ripped off, but you've gotta do it anyway.
					 "
bmw1383,Chargers at Shell petrol stations,"srichards said:
				
					?
				
			
		
		The chargepoint genie rates are very unattractive.Click to expand...
	
Outside the M25, they are cheaper than EcoT up to 15kWh.

Inside the M25, they are cheaper than EcoT up to 9kWh.

Which is okay for a splash and dash tariff.
					 "
bmw1384,Chargers at Shell petrol stations,"volt69 said:
				
					?
				
			
		
		as a splash and dash is not economical vs using most Chargemaster rapids @ 11p kwh, or Free.Click to expand...
	
Plus £7.85 a month. 
					 "
bmw1385,Chargers at Shell petrol stations,"Neilew said:
				
					?
				
			
		
		Plus £7.85 a month. Click to expand...
	
okay point taken, updated it,  

""as a splash and dash is not economical vs  those who use Polar Plus regularly enough to justify the monthly fee as using most Chargemaster rapids @ 11p kwh, or Free.""

Of course if you are to tight / poor for a Polar Plus account then good luck with Shell prices!
					 "
bmw1386,Chargers at Shell petrol stations,"volt69 said:
				
					?
				
			
		
		Of course if you are to tight / poor for a Polar Plus account then good luck with Shell prices!Click to expand...
	
It's not about being tight or poor, it just doesn't make sense to pay £7.95 a month for something I would only use once in a blue moon.
					 "
bmw1387,Chargers at Shell petrol stations,"volt69 said:
				
					?
				
			
		
		... Of course if you are to tight / poor for a Polar Plus account then good luck with Shell prices!Click to expand...
	
Currently, you get your first 3 months free  with PolarPlus, so that would be £70.65 for a 12 month sub.

Shell will be charging 25p/kWh up to June 2018. On that tariff, you would have to take over 497 kWh before it would be economical to take out a PolarPlus subscription.
					 "
