rid,rTitle,rText 
car_1151,A real luxury performance vehicle,A real luxury performance vehicle
car_1152,powerful car for size,shop around in all of united states to get best deal.Bought our car from Florida.
car_1153,Awesome,Awesome
car_1154,"Incredible vehicle, effortless steering, swift","Very pricey but worth it!! I do have the 20"" wheels sport package and the ride is a little rougher and will pull some on rutted roads. The sporty look though subdues any worries!! Awesome ride!!"
car_1155,"No regrets, but.....","It's a solid vehicle with good performance and quality.  However, for such a premium SUV, they have omitted or neglected a few features.  Here are a few gripes:  The tail gate will not open by waving your foot under the rear bumper for a completely hands free experience. This feature has been standard on all 5 series since 2012 and is especially useful for an SUV.  After years of developing and updating idrive, why does BMW not update the idrive compatibility and new features (i.e. Apple Play) automatically and remotely via the existing satellite connection?  Why are the front turn signals not LED like the 5 series sedans? We've owned several late model BMW's over the past few years.  We get the impression over the years the design has become more attractive, however the decreasing quality and cost cutting measures are getting more obvious.  We're tempted to try Audi products next time.  Our friends are impressed with their new Q7's and A4."
car_1156,2016 BMW X5 Xdrive 35i,"Updated review November 2017 (25 months after purchase):  Still score it an overall 5 stars.  The more you learn how to use the technologies the better the enjoyment level increases.  I am so glad that we didn't buy the new Volvo XC90 (it needs several years of development and trouble shooting to be compared to the X5).  However, the X5 is not/not the Porsche SUV (which is a driving machine!).  The 2016 X5 35i is overall a 5 star SUV.  Hands down, easy to assess.  I am a ""data miner"" e.g. I research details, options, value, ratings, consumer reports/previous performance, warranties, etc. and I competively shop.  I set our budget at 70K realizing that with all the reasonable extras to include interior and exterior protection, taxes/registration, etc. that the vehicle price is just the beginning.  I spent just over 70K for everything and we have a ""beautiful"" BMW.  I compared the 2016 Audi Q7, the 2016 Volvo XC90, 2016 ML Mercedes Benz, Land Rover LR series, Yukon Denali and the Lincoln Navigator/Cadillac Escalade.  NONE fit into the overall 2016 BMW X5.  I would have joyfully bought any that could stand against the X5 but if this was a mid to large size SUV superbowl, BMW X5 would have the ring!  I built the X5 on-line and the dealership was superb.  BMW service is well above average.  NO REGRETS!  It's strong, luxurious, spacious, reliable, and full of great technology.  Visibility, comfort, etc. is so well designed/engineered.  Highly recommend the contour seats and the premium package options."
car_1157,First BMW and won't be the last. Love the X5,"Overall a great purchase. I tried them all and this one got me by the short hairs. Top notch interior and exterior. A real pleasure to drive. Visibility is fantastic. It might take me two months to learn the electronics, but it's all there. Stunning vehicle."
car_1158,Best BMW X5 Yet,"This is the sixth BMW X5 I have owned and it is the best yet. The stearing  and handeling is fantastic and so smooth and easy, just like driving a car."
car_1159,It's Always Something!!,"I am the second owner of this car and love the style, ride, handling and acceleration of the car.  Purchased as a CPO.   Without  the warranty this car would cost a fortune to own.  The car is 5 years old and has 83000 miles.  It has required an engine overhaul, transmission work and 4 recalls with a fuel pump recall coming once the parts are available.  For the last 10,000 miles the car has needed a quart of oil every 1000 miles, BMW told me  this was normal.  Recently, I needed to add coolant. Brought the car in to address the problem and was told after having the car for 2 weeks, it would need valve seals, engine gaskets and new turbo coolant lines, along with hoses.  Total cost with the warranty 3500.00!!    Service manager told me this is an engine on par with exotics and repairs like this should be expected.  Wish I would have known!!  Will stay away from BMW high end engines in the future, unless I make a killing in the stock market."
car_1160,You better get the extended warranty,"Before you buy a X5 - X6 drive model, you better check out the extended warranty. My 2011 BMW X6 with only 55K miles is currently at the dealership to have the drive shaft / transfer case repaired .  If not for my extended warranty on the car, I would be out $5,000 to $7,000. I got lucky this time, but with less than a year left on the extended warranty, I'm now serioulsy thinking about trading my car in. This most likely will be first and last BMW, love the car, but hate the cost of repairs cost. Last year, I spent $1700 to have the front and rear brake pads replace."
car_1161,"It ain't the ""Leave it to Beaver"" family car","I’m 50 y/o, been married some 29 plus years and through the marriage the newest cars has always gone to the wife until now. Arriving at that new family cycle stage when the children have grown up left home and mini-van has out lived it usefulness. Hence the BMW X6 the next generation “MAN TOYS”; three words to describe it; exclusive, powerful, and stylist. The X6 is not a “Leave it to Beaver” family car but for those who are already to accelerate and say wee through the next stage in life. Weekends the wife and I will just on spur of a moment pack a small bag and hit the road and ride, this car is truly a joy to drive. WEEEEEEEEEEEEEEEEEEEEEEEEE."
car_1162,My snow car is a fun car,"I've had MGs, TR-3, Barracudas, BMW m-coupe, Tesla Roadster Sport -- and none are more fun than the BMW X-6. It rides absolutely flat and smooth (the computer reads and regulates the shocks in microseconds), torque-vectoring kicks the rear end around coming out of a corner, and the performance is exciting. It also gets me home up 2000 feet in five miles, around 42 turns, in 4 inches of snow. It will outdrive any SUV including Porsche. When I ran it in an autocross (nobody autocrosses SUVs) I won my class and came in 26th overall -- on snow tires. Don't believe any of the junk you read about this car. It's brilliant."
car_1163,Projection of unique characteristic,"I've had this car for just about a year now. 2010 model. I use this car to commute and Everywhere I go get a head turn from other people. You may call me an attention seeker. Yes, I enjoy people's stares on my vehicle. In fact, this car offers differentiation from other car owners. I personally think BMW's attempt of making a SAC was pretty bold move, yet succesful one. This car drives like sports sedan and has high view, offers good horse power and torque, but my favorite is the look. I have to say this car isn't for everyone. This car is for the people who's willing to spend money to differentiate oneself from others."
car_1164,It makes sense continued...,"The X6 is a sports car for car enthusiasts who want to drive the car 12 months per year, including snowy months, who need extra room for luggage. Really, fold down those two back seats and you have a two seater with LOADS of space.You have that high seating and massive weight so your wife, bless her soul, isn't going to pee in her pants every time you pass a truck. The car is fast, luxurious and for my needs, eminently practical.The only con is fuel economy.Dave"
car_1165,It makes sense to me,"I was out shopping today for a car to replace my 2009 Mercedes Benz SL550. I've driven sports cars all my life. I like the style, the handling, the thrills. I love my SL but I can only drive it 2/3 of the year because I live on the side of a mountain and there is snow. In the summer, I love to take it on road trips, but luggage space is always an issue and my wife hates highway driving in it. ""Slow down!"" ""Don't pass that truck!"" ""We're too low to the road!"" ""Blah blah blah"". I know you've heard it too.Every review I read about the X6 whines on about how impractical it is, how it has no purpose, no focus. They just don't get it, do they?...continued"
car_1166,Absolutely amazing,"Before I bought this monster, I did my research for almost 2months. I was at a point to purchase a Porsche Cayenne S but it paid to wait. I am totally amazed by the way it rides and what a comfort it offers over Cayenne. Absolutely there is no comparison between Porsche Cayenne and BMW X6 50i. I have looked into almost all high end car manufactures before I finalize this vehicle. I drove Porsche Cayenne, Acura ZDX, Audi Q7, Mercedes ML, Lexus RX400, and Range Rover HSE Supercharge. This BMW X6 is a truly an ultimate driving machine."
car_1167,A Great Decision,Nothing compares. A fantastic driving experience.  This car is truly the ultimate driving machine.  Picked up the BMW i50 X6 and have been totally satisfied.  Traded in a 2011 Porsche Cayenne S!  No comparison this time the BMW IS better than the Porsche (Couldn't say that about my 911 vs M5).  You will be happy with your decision if you purchase one of these.
car_1168,Cargasm...,"Traded in a 2011 Porsche Cayenne S on the BMW 50 X6 and never looked back. Out handles the Porsche!  Faster by a smidge 0.2 to 60 and 0.3 to the quarter mile.  Turns a corner like a alley cat wearing sneakers!  Not as fancy inside as the Porsche, but so much better outside. The Porsche looked like a Murano in the parking lot.  Starts out with 400 HP and BMW will update the ECU with 40 extra ponies for $1350.00. what a deal!"
car_1169,A Big Mistake,"My salesman took me for my test ride on a freshly paved highway and secondary road. I was pleased. I didn't realize this cars Achilles heel until driving off the lot (after the sale) onto a less than perfect road. Minor road imperfections hurl the passenger about the cabin like a rag doll, eventually making one seek out the smoothest routes to avoid this very, very unpleasant ride. It appears BMW engineers could only accomplish the X6's marginal increase in performance by completely sacrificing all other driving aspects expected in a luxury vehicle ride, SUV or otherwise. Unless you only drive on freshly paved, perfectly smooth road surfaces, you will likely regret buying this vehicle."
car_1170,Addicting to drive,"I had this car for only a couple of weeks and so far I have been having a great experience. I drove the car on several long trips and have enjoyed every mile of it. The car is agile, tight, yet very comfortable to drive. Even though I have the smaller engine there is enough oomph to pass or just have some fun accelerating. The heads up display shows all the turns when the navigation is used so your eyes are glued to the road. Quite a neat feature. Parking is a breeze when you have the camera set at top view. You can see all 4 corners and the tires before it hits the curb. Overall an excellent build car. Kudos to BMW engineers."
car_1171,Amazing Car,"This is my first BMW and won't be my last. Coming from a 2010 GS Vette I went with the twin turbo V-8, must say it is as fun to drive as the vette but can take both of my kids with me now. I also love that you don't see too many of these on the road. If you are looking at this car segment...you must test drive this car. I had a 2011 550XI on order, but took the Hybrid X6 the dealer had on the lot for a drive and was sold on the car."
car_1172,Awesome car,"This is most rare car in town or city and I hope keep this way for long time. I am from 325is, 325i, M3, 740il and latest, X6. This is most amazing car ever bought compared to previous cars.  Don't think as X5 but PURE 4dr Coupe Sports car! I LOVE the Design and that is all I needed it even though I have to give my wife and 2 children everyday. Still getting used to X6."
car_1173,Begs to be Driven,"We purchased the 2011 X6, loaded with every option available.  This is my first BMW, but won't be the last.  The car begs to be driven, and is a blast to drive.  The turbo V6 has all the power you'll ever need, especially with the 8 speed transmission. The torque is unreal, but there is slight turbo lag from a dead stop rapid acceleration.  The interior is classy, refined, and very comfortable on long drives.  Around town in every day driving it gets about 17 mpg.  On the high way though, on a recent 250 mile trip we averaged about 26 mpg (not bad for a big vehicle and AWD).  The premium sound system is a must have, unbelievable sound."
car_1174,Incredibly fun,"Been a BMW owner since 1996. These cars keep on getting better and better. I have an X5 4.4 V8 and now the owner of an X6 (still kept the X5).  In short having the X6 35idrive (diesel), i can honestly say that i do miss the oomph of the v8, though the gas consumption is way better 10.8 L/100 km. It is economically better, and way cheaper gassing up once every 10 days vs 5 days with the V8.  So apart from the get and up and get em, v8 power what do i miss. Nothing, great car, great steering, incredibly great seats, incredibly great car. Few around and the owners are proud. Hard to park though, apart from that highly recommended you will get signs of approval from all. It is a modern marvel."
car_1175,Fun SUV,"The BMW X5, especially with the V8,  is a engaging car to drive."
car_1176,2012 BMW X5 Issues too many already! Disappointed.,"Bought it used 58k miles , first day the battery died, took it to BMW dealer, labor+parts+programming  $475, called the dealer i bought it from (not BMW car dealer)and they sent me the check for the full amount.After 2 months engine overheating, towed the car to the dealer, water bump +thermostat +flushing coolant and a few more flushing all trans, etc  plus aliment, $1800 for water bump and thermostat+ the other things  all together came up to $2500 after$300 discount, we went to pickup the car asked for discount and got the bill down to $1978.very very disappointed about the quality of BMW, shame on them.I went to the dealer i bought the used car from and requested they pay for the issue under the New York lemon law, waiting for them to get back to me.I decided to buy extended warranty 5years/100k which comes first , covers almost everything(engine,turbocharge,trans,brakes,drive axle,steering,gasket,seals,brakes,electrical,a/c) , for $3700 plus tax comes up to $4000.Do you think I did the right thing by getting warranty(already in two month and cost me $2500 to fix twice)? Is it a good price for the plan?Anyone has any similar issues and experience etc..?Found this article online"" BMWs are reliable, but Japanese cars actually have a better track record. BMW models are officially rated “average” or “below average” by auto magazines and hobbyists. Though the company promises long intervals between servicing, the fact is that their turbocharged models often have more problems more often""For reliability, it is below average according to Consumer Reports. The main problems occur in the electrical system and the cooling system for the engine. It rated even lower in the J.D. Power and Associates study, which gave the 2012 X5 just two out of five stars. This study found most problems in the electrical and cooling systems, as well as slight problems with the engine.So be aware BMW buyers !! My second car is a Honda and it drives and feels better than BMW!! And its half the BMW price brand new !"
car_1177,Best of Both Worlds,Looking for the perfect vehicle to replace a luxury car and Sport Utility Vehicle without sacrificing fuel economy or power and I hit the jackpot.
car_1178,Incredibly expensive to maintain the V8 Bi-Turbo,"Constantly requiring expensive maintenance. Bought with 60K miles in 2015. Have spend $10,000 -- and this it at least 1/3 less than what the dealer would charge. EVERYTHING requires massive labor and parts are amazingly expensive. My 6th BMW, but my first V8 Bi-Turbo."
car_1179,Love It AND Hate It,I have owned this vehicle for 14 month.  It has been on a flatbed truck FOUR times!!!! Thermostat failure caused car to shut down while I was driving on the parkway - stuck for 3 hours.Brakes seized and calipers would not free the front wheels - stuck for 2 hours.Coolant reservior EXPLODED - coolant everywhere - stuck for 3 hours.Oil Tank EXPLODED - oil EVERYWHERE - stuck for 3 hours.The only saving grace is that my local dealership has excellent service and has provided me with a loaner vehicle every time mine was in the shop (it has gotten to the point that I feel it needs repairs whenever it is dirty so I at least get a free wash out of it....).  The X5 is pretty.  It handles very well.  It has great pick-up and braking capacity.......but it has ZERO reliability.  NEVER AGAIN!
car_1180,Not for Family,"High tech high performance and safe and overal uncomfortable, sporty and rough drive and very hard steering  !"
car_1181,How BMW lost a 15 year customer,"We bought two X5's, one in 2001, one in 2011. The 2012 X5 has 28K miles on it and warranty expired in October '15. In early October, the car called BMW and said service was required. We took it and they could not say what service was needed. We told them to replace the wipers since we were there on our $1,000+ extended service plan. So far we have gotten two sets of wipers and two oil changes for our $1000. Don't buy that plan from them. It covers little. In December '15 the vehicle was leaking oil in the garage. They determined it was leaking from a hose going to the turbocharger and fixed it as a courtesy beyond the warranty period at no charge. 45 days later it was leaking again in the same spot in the garage. This time it was determined that the turbocharger needed replaced. They agreed to replace it with a 5% deductible of $263. Each trip there is painful. The service department is grossly understaffed. Today there was one adviser there, with a line waiting to see her. She was literally running, doing her best. After a 10 minute wait to pay and a 10 minute wait to get the vehicle, I was out. The car smells like glue really strong. I got an appraisal too, no longer having peace of mind. Our $60K car is now worth $24K after 4 years and 4 months, and 28,000 miles. BMW no longer holds it's value. Our 15 years of BMW loyalty are at an end. The quality of product has declined, and the dealer experiences are time consuming and frustrating. BMW is supposed to give you peace of mind and the ultimate driving experience. For us, they have failed. We went back to the dealer for a seat calibration warning in April 2017. Service department did good work. We waited while work was done and browsed the showroom. Salesman all around their central kiosk. After looking at new X5s I asked a salesperson a question about the new technology package. He told me to look on line for details. No interest in selling a new car (which would be a hard sell based on our X5 quality issues."
car_1182,"Great car ,reliable  ,fun to drive","Since 2012 I own my BMW x5 . I got it new ,Other then free regular service I had never had any problem with the car, it's fun to drive , the navigation system needs improvment ,"
car_1183,Glad I Chose a 2012 BMW X5 Diesel,"I bought this car about 2 years ago. Interested in better gas mileage but something that also offered me luxury and power, I decided to buy the 2012 X5 diesel. I'm glad I did. My car is sleek, plush, extremely well-built and runs perfectly. What I like about the diesel, too, is that it keeps getting better gas mileage as I break it in. I feel safe in my BMW and pampered. Thanks to my BMW's excellent steering and speed, I was saved from (and avoided) what could have been a life-altering accident. I've never been so impressed with a vehicle--so was my friend, who was also saved. This was an excellent choice for me, and going to the facility in South Carolina was icing on the cake."
car_1184,Confidence in the Passing Lane,"On the highway, in the passing lane….this is where the BMW X5 sets itself apart.It holds the lane so well and it WANTS to go fast. It is so comfortable on a long trip home from the ski slopes. But there is a trade-off. While it may blow the doors of a Lexus GX in the passing lane, it will spend seemingly 3x as much time in the repair shop having annoying stuff fixed and warning lights turned off."
car_1185,BMW does not protect electronics from melted snow or grocery spills in the cargo area,Do not let the BMW perception for reliability deceive you. Common place expectations for simple engineering rigor to protect consumers from costly repairs due to liquid damage is not a part of the BMW reputation. If you are considering purchasing a BMW think twice. The marketing team was responsible for the final decision not to repair over $1300.00 in damage due to electronics placed along the drip path for liquid spills in the rear cargo area of the X5d. The electronic connectors were placed in a position so that the cup is turned in a way to catch liquids. There are no protective nor preventative measures to prevent liquids from entering and destroying critical expensive electronics.
car_1186,1.5 Year BMW X5 experience,"Let me provide you with the list of problems i faced one after the other.1. Dashboard failed within 3 months.2.State inspection failed within 12 months, tires gone and no support from BMW. Very poor customer care.3. Door from driver side failed, wouldn't work with keyless entry.4. Here comes the worst one, engine malfunction. God saved my life on a highway where my X5 suddenly gave this error message on dashboard screen and stopped suddenly on highway, where 2 big trailers were just behind me. Very scarey. 5. Low battery message in just 16 months."
car_1187,"Love it, but....","This is a great SUV in every aspect except one, in Illinois it's impossible to find diesel that meets the requirement of not exceeding 5% bio content. Illinois doesn't tax diesel if it has more than 11% bio content. So no fuel stations carry fuel with a lower content.All pumps that I've seen state 5-20% bio content.Same issue with every Audi, VW and Mercedes."
car_1188,Fuel Pump issue and putting on a hitch aftermarket,"I love the way this car drives but after 10,000 miles it broke down on the side of the road.It was a fuel pump issue which I've heard has been a consistent issue with the X5. My friend said they are replacing it with the same fuel pumps so she ended up having it happen again and got rid of her car.I also opted to put a hitch on aftermarket but beware it may cause serious problems with your lease return since they have to actually break off a piece of the bumber to put it on so you would get dinged when turning in the lease. I opted to use the tow clips with a BMW bike rack which carries 2 bikes (can opt for a 3rd tray but it would be tight) and it's a fantastic bike rack."
car_1189,Back to BMW for more space for new baby.,"Very pleased with the car so far after 2 weeks. Switched from a 2010 Range Rover Sport with the 5.0 V8 but the car is just as fast - different power delivery. Fuel economy in a different league.Ride quality is much better than the RRS both on 20"" wheels.Handling is much more sedan than SUV. Convenience features on the BMW are leagues ahead of the RRS. Electronics are so much better thought out and things like the power lift tailgate etc make a big difference when you have a small one.Last BMW was a diesel X5 in the UK ten years ago, was one of the best cars I've ever had.Mine is actually a 2013 model not that there are any changes."
car_1190,Yes to BMW X5,"The 2005 BMW X5 is my first BMW.I was amazed at how fun this car was to drive.The X5 is a sports car, not an off road vehicle.Don't buy this car if you intend to do a lot of off road driving.The X5 handles like a dream even at high speeds.The top speed is about 128 MPH.At 128 MPH the x5 handles like my Land Rover did at 70 MPH.Speed and handling are definately the X5's best features.The X5 is dependable.If you have any problems it will be with the electrical system.BMW has power plant, drivetraine and suspension down pat.They have a few things to learn when it comes to electronics.I have had problems with tail lights and electric door locks."
car_1191,Very Nice,"Just bought my x5 2/3/12 and simply love it. Drove the SRX, and Q7 and when I drove the X5 it sold me right on the spot. Great handling, though a bit tight in the steering but the rest of the pros were great.Ken"
car_1192,Fun to drive but have software issues,"I took delivery of my X5 4.4L V8 in January 2012. The performance and body design of this vehicle are without a doubt awesome. It's interior layout and idrive system are equally impressive. Nonetheless, I am disappointed with the rear entertainment system. My DVD player will activate when initially placing a DVD in the player (when the vehicle is on), However it will not resume play using the DVD play button. Additionally, the DVD player volume control button does not work. I was informed by one of the local BMW service departments that the problem is a software issue and that BMW is seeking a solution."
car_1193,"Expensive, but Very Nice",Picked mine up at the BMW performance center in S.C.Excellent experience and highly recommended to anyone purchasing a BMW SUV.I got to push the car a little and it truly let me know how safe this car is on the road.Sold my 2011 Audi Q5 2.0T and it was well worth the move.
car_1194,Don't want to drive anything else.,"I have been driving BMWs since 10 years. The diesel X5 is so far, and by far the best BMW, I have driven. Car moves like a sedan with the power of diesel engine. It's the best option to buy in the USA Market."
car_1195,Great vehicle!,"I have had my X5 for 4 months now and it is a dream to drive. I get approximately 18.3 mpg in mostly city driving. It handles the snow very well. The x-drive is amazing. Great handling, great acceleration but there is a slight turbo lag which does not bother me. The iPhone hookup is great. Music sounds great on the premium sound system. Seats are very comfortable and supportive with the comfort seat option. The vehicle is very ""smart"" and has lots of electronic customizations available through the iDrive. The iDrive is abit overwhelming at first but after a week or so one can figure it out with ease. Ventilation is great in front and back. Exterior fit and finish is impeccable."
car_1196,New X5,"Just purchased my first BMW. Previously drove Infiniti M35X. Also considered new Mercedes M Series, Porsche Cayenne, and Mercedes E Class, but liked X5 too much to wait for the new Mercedes M. IDrive system has been relatively easy to learn. Owned car for several weeks now. Great freeway vehicle. Good overall comprise between sporty ride close to a typical german sedan and interior room of SUV -- all in a medium size overall package that is reasonable to park/maneuver in an urban environment. Very satisfied so far."
car_1197,good car,"As with all BMW's, the quality of the car is good.I think (especially compared to the Lexus LS I traded for this) that the Idrive is very easy to use.The only thing I don't ""get"" at all is the electronic transmission shifter.Instead of clicking into gear, it's basically a switch.You have to squeeze the buttom on top and one on the side to put it in park rather than just shifing to park.Sometimes I don't push the buttons right and it doesn't go into park and I lurch forward."
car_1198,LOVIN' MY 2012 BIMMER,"We have had 12 brand new cars in ten years-if I had bought my X-5 ten years ago I wouldn't have owned so many different models. I Just upgraded from a 2010 BMW X-3 due to having a second child and needing the extra space.We are currently stationed in Germany and so we got our X-5 tax free(yes we pay tax to license it in some states; still doesn't come close to $63,000 USA price-and they're built in the USA. The benefits of the technology and drive far outweigh any cons people would put on this vehicle. If you have a problem with the I-drive, then you need to take computer classes. The computer is easier to operate than any GPS that I've ever owned. LOVE, LOVE, LOVE IT!!!!"
car_1199,Excellent & fun to drive,"Had this 2012 X5 for over 3 weeks and put 1200 mi already. Used to drive 525i now got this X5 for the 3rd row. Though it's a truck the drive is more like a sedan. Never felt the higher CG during turns. This a BMW in all aspects and make you feel at home if you had driven any BMW before. luxury, performance & looks of course. The only issue I faced is the lag (1 to 2 secs)between you hit the pedal and picking up speed. There's no lag from a stop and go but when you are at 50 and want to jump to left lane or pass someone you will feel it. Once it picks up then it can go to 80 and 90 without sweat and very stable at such higher speeds. Not so much of an issue for a calculated-fun driver."
car_1200,VW TDI Sport-Wagon Replacement,Good VW TDI Sport-Wagon Replacement
car_1201,"My $600 phone is easy to use $39,000 car is not","The car handles well and really shines on a 2 lane highway. Lags between 0-5 mph which is mildly annoying but otherwise is OK. I like the gas mileage and it is comfortable in the driver's seat. The problems: 1. Navigation - slow to acquire satellites and then 5 minutes later will alter your route based on traffic, this is sometimes too late to take a better route. My phone is much better. Also, if you decide to go a different route the system will keep trying to reroute you back to the original rather than recalculating. Once I went 70 miles and passed into the upper in Michigan before it recalculated. I was recently sent a notice that I could upgrade to current maps for $59 annually. This is pretty funny. 2. The bluetooth phone works OK, but it takes a minute or two to reload the phonebook from my phone each time. Why? Again my phone is better. At least the car bluetooth will pick up the call after I have made it on my phone. 3. Hands free control - you can speak controls but you have to know the exact sequence of words, for example for an address, you can't easily search for anything else, this is not really useful. Bottom line is that BMW should hire some Samsung or Apple engineers. Not sure I would buy again but would consider if they caught up with Fords on technology front."
car_1202,Awesome Ride,"I got this car trading in a 2013 Jetta Sportwagen TDI polluter and could not be happier, even though I took a beating on the trade in value, thanks to VW's fraudulent practices.  We'll see if they ever make it right, but, I'm over it.  This BMW is an incredible machine.  It feels solid, looks fantastic outside, clean and elegant inside with wood trim and, most important, it is really, really fun to drive -- super responsive with a kick that will throw your head back in fourth gear, great acceleration from a dead stop, awesome handling, sweet engine sounds, just a beautiful little beast.  I've got a C7 Corvette, manual with sports package and this thing compares favorably in terms of driving dynamics.  I mean, driving to work every morning is a treat, not a chore.  My particular x1 is a loaded M Sport 35i -- don't think there's anything it hasn't got.  It's real comfortable inside -- I'm 6'1"" and find the front seat roomy.  The controls are easy to use and the infotainment system I like much better than the one on the Corvette -- shorter learning curve, more intuitive.  I have no idea what the mileage is and don't care, really.  Whatever they say it is, I'm sure mine is much less because of the way I drive.  I did try the eco-boost thing and it does improve mileage -- there's a little readout that tell you how much, but, when it's on, the car doesn't drive like a BMW.  I think it's good for long highway trips when you're just going along at the speed limit for hours, but when you're actually driving the car, forget it.  You don't buy a car like this to save on gas.  For that, get a Prius.  So, bottom line, I am totally sold on this car.  I hate the fact that, for 2016, BMW ruined it, making it front wheel drive and sticking you with the smaller engine and the eight speed transmission, but, hey, I got the sweet spot, seems like and I will keep this car for a very long time.Update 8/3/17 Everything above is still true.  I'm always thinking about cars, but there is just no way I could sell this BMW.  I took it for a road trip earlier this year and it was great on a long drive, comfortable and, for me, the absolutely perfect size.  Looks like I'm stuck with it.  By the way, these cars are very hard to find.  I friend of mine wants one just like it and we looked regionally and, tricked out like mine, didn't find one."
car_1203,Great AWD wagon,"I love my 2015 X1, and more so after driving a 2016. The 2015 X1 has a unique style and look that maintained classic BMW driver focused interior and handling. The Valencia orange makes the curves on the exterior pop. She handles beautifully and has been very dependable. The new X1 interior drives me nuts! It's cheesy! The 2015 is sleek and serious compared to the weird seat and dash configuration in the newer models. The 2015 knows what it's about and the 2016 is confused by trying to satisfy all the criticisms of the ignorant American car critics!"
car_1204,X1 a poor man's Macan S,"We needed to replace our car in the mountains for our vacation home and decided on the BMW X1 SAV. This is our 1st BMW (currently I drive a Porsche 997 C2 Cab and my wife drives a Porsche Cayenne S at our main home) and initially after test driving liked it (but I was leaning toward a Volvo V60 Cross Country...but was unable to work out the deal that I wanted) but after driving it for 2 weeks I more than like it! Amazing performance (for a turbo 4) and great gas mileage. Handling is superb....not my 911 type of handling...as it is not a sports car, but for what it is and for it's price tag superb. The best I have driven up to the Macan (which is in a totally different category all together!). There are a few downsides which are lack of storage inside the vehicle (ours is a 2015 and I have been told that it has been somewhat rectified with the 2016 year model) and...maybe just 1 downside then! Very happy so far."
car_1205,Underwhelmed....ho...hum.,"Sure, its got sporty get-up-and-go and handling, but that is where the over-achievement ends.Otherwise, its just ""OK"" as far as luxury brand vehicles go.A quick list of the less-than-optimal ""features"":-windows VERY quick to fog up when heat is on-limited back-seat leg-room-HD radio degraded within 1st year-initially very quiet and within 6 months became significantly louder-computer system frequently alerting (then not alerting) that all 4 tires were either low and/or flat and then not alerting on this-computer system frequently alerting that radiator fluid was needed (within months of purchasing car and after adding fluid) and then not alerting on this"
car_1206,Not happy,"Number of things that bother me.1. front door handles will pinch the fire out of your fingers if you are not careful.2. after 600 miles the car only gets 18.2 mpg in Dallas traffic.  8 miles below what they say it should get.3. not much of a pickup4. wheel base porpoises a lot.UPDATE ON 3/8/2016 -  MPG is still crappy for this type of vehicle , plus what is reported by BMW.  Front door handles are poorly designed.  Will really pinch you, if not careful.  Now have about 1700 miles on automobile.  Would not buy one again.Just had interesting experience on this vehicle on 6/25/16.  Had nail in left rear tire, and it could not repaired. Found out that there are 3 run flat tires which cannot be repaired and you have to buy a new one.   The BMW X1 uses Pirelli, and that is one of the 3.  Be sure, before you buy, to find if your run flats can be repaired.  Very important.Update on 6/28/17 - still not happy with gas mileage, as advertised.  yesterday, it 17.2 for a tank of gasoline."
car_1207,Sport Hatchback that BMW doen't technically make,"I know that everyone is jumping in the small crossover SUV pool but the X-1 (in my opinion) doesn't really strike me as an SUV.  What it strikes me as is a 3 Series of 2 generations ago, re-imagined as a sport hatchback.  I've had mine for a couple months and I really couldn't be happier with my decision.  Mine is loaded: Ultimate package, X-Line package, Adaptive Xenon Lighting package, Cold-weather package, etc. but I bought it as a dealer demo with 6,800 miles on it so it was about $8,000 or so below sticker.  We are empty-nesters and my wife has a Ford Explorer so I really could have gotten by with a smaller sport sedan or even a coupe (I test drove both).  However, I am a cyclist and backpacker so having a bit more utility in the vehicle I drive every day kind of put the X-1 over the top for me.  Plus the price was lower than a 3 series or a 228i AND I really don't feel like I gave up much in the way of driving dynamics.  With 240hp and 260 lb/ft of torque, there is simply gobs of power on tap in this 3,500 lb car.  I got the rwd version (we don't get much snow if any) so it handles like a true German sports sedan.  It's shorter (nose-to-tail), narrower and lighter than the 3 Series wagon and it's like 9 inches shorter (in height) than the X3 so it really is more of a hatchback than a wagon or SUV.  I also like that it has 7"" of ground clearance: not enough to introduce too much lean in the corners, but enough to not have to worry about hitting curbs and parking barriers in parking lots.  It's a very nice touring car on your favorite 2 lane hwy (or even the interstate) and it scoots around town or back roads as zippy as you want to.  It has plenty of headroom in front and back.  Negatives?  Leg room in the back is a bit tight for adults, only 2 will comfortably ride in the back (due to the transmission tunnel), and there's a bit too much wind and road noise on the interstate for a BMW (in my opinion--having owned BMWs before).  All of that I can live with because the virtues of this car far outweigh the negatives."
car_1208,"Goldilocks Size, Gold Bullion Price","Replaced our 325iT because the new ""Sportwagons"" only came in AWD - out of our price range, heavy, and lower performance. A base model is affordable by BMW standards, but to get the rear-view camera, we had to buy the costly nav and ""driver assist"" packages. (This may not be true with the new X1 that's on the Mini chassis.) The best interior (IMO) is the extra cost Terra/Petrol leather (Milk chocolate with white/blue piping) which only came with the extra cost XLine Package that included 18 inch lower profile (harsher riding and more expensive to replace) tires. Not really for a large family of large people, but for our purposes, occasionally carrying four normal size adults, it's perfect. All that said, we stretched our budget for a well optioned car with a sticker of $49,500 and we love it. Downside: It came with run-flat tires, unrepairable, harder-riding and expensive to replace. The newer X1s can be had with a limited-service spare and non-run-flat tires."
